hsa-miR-384;MALAT1
hsa-miR-363;XIST
hsa-miR-20b;HOTAIR
hsa-miR-20b;HCG18
hsa-miR-18b;KCNQ1OT1
hsa-miR-106a;HCG18
hsa-miR-542;XIST
hsa-miR-424;XIST
hsa-miR-424;MEG8
hsa-miR-424;SNHG12
hsa-miR-424;PVT1
hsa-miR-504;KCNQ1OT1
hsa-miR-505;TUG1
hsa-miR-506;KCNQ1OT1
hsa-miR-200b;CTA-204B4.6
hsa-miR-200b;CTD-2630F21.1
hsa-miR-200b;CTB-92J24.2
hsa-miR-200b;RP11-473I1.10
hsa-miR-200b;AC005154.5
hsa-miR-200b;RP13-507I23.1
hsa-miR-200b;RP11-18F14.2
hsa-miR-200b;RP11-214C8.5
hsa-miR-200b;OIP5-AS1
hsa-miR-200b;CTD-3099C6.9
hsa-miR-200b;RP11-277L2.2
hsa-miR-200b;RP11-429J17.7
hsa-miR-200b;C11orf95
hsa-miR-200b;RP4-773N10.5
hsa-miR-200b;RP11-690D19.3
hsa-miR-200b;RP5-1085F17.3
hsa-miR-200b;LINC00641
hsa-miR-200b;RP11-361F15.2
hsa-miR-200b;CWC15
hsa-miR-200b;SCAMP1
hsa-miR-200b;RP11-145M9.4
hsa-miR-200b;MAPKAPK5-AS1
hsa-miR-200b;RP11-379K17.4
hsa-miR-200b;CTD-3185P2.1
hsa-miR-200b;MATN1-AS1
hsa-miR-200b;LINC00667
hsa-miR-200b;PPP1R9B
hsa-miR-200b;RP6-24A23.7
hsa-miR-200b;RP11-403I13.4
hsa-miR-200b;ZNF518A
hsa-miR-200b;RP11-305E6.4
hsa-miR-200b;RP11-91G21.2
hsa-miR-200b;AC005154.6
hsa-miR-200b;UBXN8
hsa-miR-200a;PINK1-AS
hsa-miR-200a;LA16c-306E5.2
hsa-miR-200a;RP11-33N16.3
hsa-miR-200a;RP11-203J24.9
hsa-miR-200a;RP11-106M3.2
hsa-miR-200a;AC010729.1
hsa-miR-200a;DYX1C1-CCPG1
hsa-miR-200a;OIP5-AS1
hsa-miR-200a;RP11-793H13.8
hsa-miR-200a;U47924.19
hsa-miR-200a;SNHG16
hsa-miR-200a;TMEM161B-AS1
hsa-miR-200a;CTBP1-AS1
hsa-miR-200a;RP11-13N13.2
hsa-miR-200a;RP11-220I1.1
