"HSA-LET-7A"	"HSA-LET-7B"	"HSA-LET-7C"	"HSA-LET-7D"	"HSA-LET-7E"	"HSA-LET-7F"	"HSA-LET-7G"	"HSA-LET-7I"	"HSA-MIR-1"	"HSA-MIR-100"	"HSA-MIR-101"	"HSA-MIR-103A"	"HSA-MIR-103B"	"HSA-MIR-105"	"HSA-MIR-106A"	"HSA-MIR-106B"	"HSA-MIR-107"	"HSA-MIR-10A"	"HSA-MIR-10B"	"HSA-MIR-1179"	"HSA-MIR-1180"	"HSA-MIR-1181"	"HSA-MIR-1183"	"HSA-MIR-1184"	"HSA-MIR-1202"	"HSA-MIR-1207"	"HSA-MIR-122"	"HSA-MIR-1224"	"HSA-MIR-1227"	"HSA-MIR-1228"	"HSA-MIR-1229"	"HSA-MIR-1231"	"HSA-MIR-1233"	"HSA-MIR-1234"	"HSA-MIR-1236"	"HSA-MIR-124"	"HSA-MIR-1245A"	"HSA-MIR-1245B"	"HSA-MIR-1246"	"HSA-MIR-1247"	"HSA-MIR-1249"	"HSA-MIR-124A"	"HSA-MIR-1254"	"HSA-MIR-1256"	"HSA-MIR-1258"	"HSA-MIR-125A"	"HSA-MIR-125B"	"HSA-MIR-126"	"HSA-MIR-1260A"	"HSA-MIR-1266"	"HSA-MIR-127"	"HSA-MIR-1271"	"HSA-MIR-1273A"	"HSA-MIR-1273C"	"HSA-MIR-1275"	"HSA-MIR-128"	"HSA-MIR-1280"	"HSA-MIR-1285"	"HSA-MIR-1286"	"HSA-MIR-1287"	"HSA-MIR-129"	"HSA-MIR-1290"	"HSA-MIR-1293"	"HSA-MIR-1296"	"HSA-MIR-1297"	"HSA-MIR-1299"	"HSA-MIR-1301"	"HSA-MIR-1302"	"HSA-MIR-1303"	"HSA-MIR-1305"	"HSA-MIR-130A"	"HSA-MIR-130B"	"HSA-MIR-132"	"HSA-MIR-1322"	"HSA-MIR-1323"	"HSA-MIR-133A"	"HSA-MIR-133B"	"HSA-MIR-134"	"HSA-MIR-135A"	"HSA-MIR-135B"	"HSA-MIR-136"	"HSA-MIR-137"	"HSA-MIR-138"	"HSA-MIR-139"	"HSA-MIR-140"	"HSA-MIR-141"	"HSA-MIR-142"	"HSA-MIR-143"	"HSA-MIR-144"	"HSA-MIR-145"	"HSA-MIR-1469"	"HSA-MIR-146A"	"HSA-MIR-146B"	"HSA-MIR-1471"	"HSA-MIR-147A"	"HSA-MIR-147B"	"HSA-MIR-148A"	"HSA-MIR-148B"	"HSA-MIR-149"	"HSA-MIR-150"	"HSA-MIR-151"	"HSA-MIR-151A"	"HSA-MIR-151B"	"HSA-MIR-152"	"HSA-MIR-153"	"HSA-MIR-154"	"HSA-MIR-155"	"HSA-MIR-15A"	"HSA-MIR-15B"	"HSA-MIR-16"	"HSA-MIR-17"	"HSA-MIR-181"	"HSA-MIR-181A"	"HSA-MIR-181B"	"HSA-MIR-181C"	"HSA-MIR-181D"	"HSA-MIR-182"	"HSA-MIR-1827"	"HSA-MIR-183"	"HSA-MIR-184"	"HSA-MIR-185"	"HSA-MIR-186"	"HSA-MIR-187"	"HSA-MIR-188"	"HSA-MIR-189"	"HSA-MIR-18A"	"HSA-MIR-18B"	"HSA-MIR-1909"	"HSA-MIR-190A"	"HSA-MIR-190B"	"HSA-MIR-191"	"HSA-MIR-1915"	"HSA-MIR-192"	"HSA-MIR-193A"	"HSA-MIR-193B"	"HSA-MIR-194"	"HSA-MIR-195"	"HSA-MIR-196A"	"HSA-MIR-196B"	"HSA-MIR-197"	"HSA-MIR-1972"	"HSA-MIR-198"	"HSA-MIR-199A"	"HSA-MIR-199B"	"HSA-MIR-19A"	"HSA-MIR-19B"	"HSA-MIR-200"	"HSA-MIR-200A"	"HSA-MIR-200B"	"HSA-MIR-200C"	"HSA-MIR-202"	"HSA-MIR-203"	"HSA-MIR-203A"	"HSA-MIR-204"	"HSA-MIR-205"	"HSA-MIR-206"	"HSA-MIR-208A"	"HSA-MIR-208B"	"HSA-MIR-20A"	"HSA-MIR-20B"	"HSA-MIR-21"	"HSA-MIR-210"	"HSA-MIR-211"	"HSA-MIR-2110"	"HSA-MIR-212"	"HSA-MIR-214"	"HSA-MIR-215"	"HSA-MIR-216A"	"HSA-MIR-216B"	"HSA-MIR-217"	"HSA-MIR-218"	"HSA-MIR-219"	"HSA-MIR-219A"	"HSA-MIR-22"	"HSA-MIR-221"	"HSA-MIR-222"	"HSA-MIR-223"	"HSA-MIR-224"	"HSA-MIR-2355"	"HSA-MIR-23A"	"HSA-MIR-23B"	"HSA-MIR-23C"	"HSA-MIR-24"	"HSA-MIR-25"	"HSA-MIR-26"	"HSA-MIR-26A"	"HSA-MIR-26B"	"HSA-MIR-27A"	"HSA-MIR-27B"	"HSA-MIR-28"	"HSA-MIR-2861"	"HSA-MIR-296"	"HSA-MIR-297"	"HSA-MIR-298"	"HSA-MIR-299"	"HSA-MIR-29A"	"HSA-MIR-29B"	"HSA-MIR-29C"	"HSA-MIR-300"	"HSA-MIR-301A"	"HSA-MIR-301B"	"HSA-MIR-302A"	"HSA-MIR-302B"	"HSA-MIR-302C"	"HSA-MIR-302D"	"HSA-MIR-302E"	"HSA-MIR-302F"	"HSA-MIR-30A"	"HSA-MIR-30B"	"HSA-MIR-30C"	"HSA-MIR-30D"	"HSA-MIR-30E"	"HSA-MIR-31"	"HSA-MIR-3118"	"HSA-MIR-3130"	"HSA-MIR-3139"	"HSA-MIR-3148"	"HSA-MIR-3151"	"HSA-MIR-3163"	"HSA-MIR-3167"	"HSA-MIR-3179"	"HSA-MIR-3186"	"HSA-MIR-3196"	"HSA-MIR-32"	"HSA-MIR-320A"	"HSA-MIR-320B"	"HSA-MIR-320C"	"HSA-MIR-320D"	"HSA-MIR-320E"	"HSA-MIR-323A"	"HSA-MIR-323B"	"HSA-MIR-324"	"HSA-MIR-325"	"HSA-MIR-326"	"HSA-MIR-328"	"HSA-MIR-329"	"HSA-MIR-330"	"HSA-MIR-331"	"HSA-MIR-335"	"HSA-MIR-337"	"HSA-MIR-338"	"HSA-MIR-339"	"HSA-MIR-33A"	"HSA-MIR-33B"	"HSA-MIR-340"	"HSA-MIR-342"	"HSA-MIR-345"	"HSA-MIR-346"	"HSA-MIR-34A"	"HSA-MIR-34B"	"HSA-MIR-34C"	"HSA-MIR-3529"	"HSA-MIR-361"	"HSA-MIR-3619"	"HSA-MIR-362"	"HSA-MIR-363"	"HSA-MIR-365A"	"HSA-MIR-365B"	"HSA-MIR-3666"	"HSA-MIR-367"	"HSA-MIR-369"	"HSA-MIR-370"	"HSA-MIR-371"	"HSA-MIR-371A"	"HSA-MIR-372"	"HSA-MIR-373"	"HSA-MIR-374A"	"HSA-MIR-374B"	"HSA-MIR-375"	"HSA-MIR-376A"	"HSA-MIR-376B"	"HSA-MIR-376C"	"HSA-MIR-377"	"HSA-MIR-378A"	"HSA-MIR-378B"	"HSA-MIR-378C"	"HSA-MIR-378D"	"HSA-MIR-378E"	"HSA-MIR-378F"	"HSA-MIR-378G"	"HSA-MIR-378H"	"HSA-MIR-378I"	"HSA-MIR-379"	"HSA-MIR-381"	"HSA-MIR-382"	"HSA-MIR-383"	"HSA-MIR-384"	"HSA-MIR-3940"	"HSA-MIR-409"	"HSA-MIR-410"	"HSA-MIR-411"	"HSA-MIR-421"	"HSA-MIR-422A"	"HSA-MIR-423"	"HSA-MIR-424"	"HSA-MIR-425"	"HSA-MIR-4257"	"HSA-MIR-4262"	"HSA-MIR-429"	"HSA-MIR-4295"	"HSA-MIR-4306"	"HSA-MIR-431"	"HSA-MIR-4319"	"HSA-MIR-432"	"HSA-MIR-433"	"HSA-MIR-4429"	"HSA-MIR-4458"	"HSA-MIR-4465"	"HSA-MIR-448"	"HSA-MIR-449A"	"HSA-MIR-449B"	"HSA-MIR-449C"	"HSA-MIR-4500"	"HSA-MIR-450A"	"HSA-MIR-450B"	"HSA-MIR-451"	"HSA-MIR-451A"	"HSA-MIR-451B"	"HSA-MIR-452"	"HSA-MIR-454"	"HSA-MIR-455"	"HSA-MIR-4644"	"HSA-MIR-4725"	"HSA-MIR-4735"	"HSA-MIR-4770"	"HSA-MIR-4782"	"HSA-MIR-4792"	"HSA-MIR-483"	"HSA-MIR-484"	"HSA-MIR-485"	"HSA-MIR-486"	"HSA-MIR-487A"	"HSA-MIR-487B"	"HSA-MIR-488"	"HSA-MIR-489"	"HSA-MIR-490"	"HSA-MIR-491"	"HSA-MIR-492"	"HSA-MIR-493"	"HSA-MIR-494"	"HSA-MIR-495"	"HSA-MIR-496"	"HSA-MIR-497"	"HSA-MIR-498"	"HSA-MIR-499A"	"HSA-MIR-499B"	"HSA-MIR-500A"	"HSA-MIR-500B"	"HSA-MIR-501"	"HSA-MIR-502"	"HSA-MIR-503"	"HSA-MIR-504"	"HSA-MIR-505"	"HSA-MIR-506"	"HSA-MIR-507"	"HSA-MIR-508"	"HSA-MIR-509"	"HSA-MIR-510"	"HSA-MIR-511"	"HSA-MIR-512"	"HSA-MIR-513A"	"HSA-MIR-513B"	"HSA-MIR-513C"	"HSA-MIR-514A"	"HSA-MIR-515"	"HSA-MIR-516A"	"HSA-MIR-516B"	"HSA-MIR-517A"	"HSA-MIR-517C"	"HSA-MIR-518A"	"HSA-MIR-518B"	"HSA-MIR-518C"	"HSA-MIR-518E"	"HSA-MIR-518F"	"HSA-MIR-519A"	"HSA-MIR-519B"	"HSA-MIR-519C"	"HSA-MIR-519D"	"HSA-MIR-519E"	"HSA-MIR-520A"	"HSA-MIR-520B"	"HSA-MIR-520C"	"HSA-MIR-520D"	"HSA-MIR-520E"	"HSA-MIR-520F"	"HSA-MIR-520G"	"HSA-MIR-520H"	"HSA-MIR-521"	"HSA-MIR-522"	"HSA-MIR-523"	"HSA-MIR-524"	"HSA-MIR-525"	"HSA-MIR-526A"	"HSA-MIR-526B"	"HSA-MIR-527"	"HSA-MIR-532"	"HSA-MIR-539"	"HSA-MIR-542"	"HSA-MIR-543"	"HSA-MIR-544A"	"HSA-MIR-544B"	"HSA-MIR-545"	"HSA-MIR-548A"	"HSA-MIR-548B"	"HSA-MIR-548C"	"HSA-MIR-548D"	"HSA-MIR-550A"	"HSA-MIR-550B"	"HSA-MIR-551A"	"HSA-MIR-551B"	"HSA-MIR-552"	"HSA-MIR-557"	"HSA-MIR-561"	"HSA-MIR-564"	"HSA-MIR-566"	"HSA-MIR-567"	"HSA-MIR-569"	"HSA-MIR-570"	"HSA-MIR-571"	"HSA-MIR-572"	"HSA-MIR-574"	"HSA-MIR-575"	"HSA-MIR-577"	"HSA-MIR-582"	"HSA-MIR-583"	"HSA-MIR-584"	"HSA-MIR-589"	"HSA-MIR-590"	"HSA-MIR-591"	"HSA-MIR-592"	"HSA-MIR-593"	"HSA-MIR-595"	"HSA-MIR-596"	"HSA-MIR-598"	"HSA-MIR-599"	"HSA-MIR-600"	"HSA-MIR-601"	"HSA-MIR-602"	"HSA-MIR-603"	"HSA-MIR-605"	"HSA-MIR-608"	"HSA-MIR-610"	"HSA-MIR-611"	"HSA-MIR-612"	"HSA-MIR-613"	"HSA-MIR-614"	"HSA-MIR-615"	"HSA-MIR-616"	"HSA-MIR-617"	"HSA-MIR-619"	"HSA-MIR-621"	"HSA-MIR-622"	"HSA-MIR-624"	"HSA-MIR-625"	"HSA-MIR-627"	"HSA-MIR-628"	"HSA-MIR-629"	"HSA-MIR-630"	"HSA-MIR-632"	"HSA-MIR-633"	"HSA-MIR-635"	"HSA-MIR-636"	"HSA-MIR-637"	"HSA-MIR-638"	"HSA-MIR-640"	"HSA-MIR-641"	"HSA-MIR-642A"	"HSA-MIR-642B"	"HSA-MIR-646"	"HSA-MIR-647"	"HSA-MIR-648"	"HSA-MIR-650"	"HSA-MIR-652"	"HSA-MIR-653"	"HSA-MIR-654"	"HSA-MIR-655"	"HSA-MIR-657"	"HSA-MIR-658"	"HSA-MIR-659"	"HSA-MIR-660"	"HSA-MIR-661"	"HSA-MIR-662"	"HSA-MIR-663"	"HSA-MIR-663A"	"HSA-MIR-663B"	"HSA-MIR-664"	"HSA-MIR-668"	"HSA-MIR-671"	"HSA-MIR-675"	"HSA-MIR-7"	"HSA-MIR-708"	"HSA-MIR-711"	"HSA-MIR-718"	"HSA-MIR-720"	"HSA-MIR-744"	"HSA-MIR-758"	"HSA-MIR-760"	"HSA-MIR-761"	"HSA-MIR-765"	"HSA-MIR-766"	"HSA-MIR-767"	"HSA-MIR-769"	"HSA-MIR-873"	"HSA-MIR-874"	"HSA-MIR-875"	"HSA-MIR-876"	"HSA-MIR-885"	"HSA-MIR-9"	"HSA-MIR-92"	"HSA-MIR-922"	"HSA-MIR-92A"	"HSA-MIR-92B"	"HSA-MIR-93"	"HSA-MIR-933"	"HSA-MIR-935"	"HSA-MIR-938"	"HSA-MIR-941"	"HSA-MIR-942"	"HSA-MIR-944"	"HSA-MIR-95"	"HSA-MIR-96"	"HSA-MIR-98"	"HSA-MIR-99A"	"HSA-MIR-99B"
"A1BG-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AC000068.5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AC000120.7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AC002116.8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AC002310.12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AC002331.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AC003005.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
